speaker,title,content,sentiment,symbol,quarter
Kutgun Maral,Analyst,"This is Kutgun Maral on for Vijay. If I could just follow up on the Disney bundle, maybe a high-level question. If we take a step back, the content companies entered distribution years ago with streaming. And now we're kind of going through this rebundling phase of these services. Between the Disney bundle as well as the separate sports JV you announced a while back with Disney and Fox, you're clearly placing yourself in a key position in this industry transition. So I guess the question is, how does this evolve over the next few years? And what does this mean for industry consolidation and how you look to invest behind your DTC and linear assets?",0.2,WBD,2024Q1
David Zaslav,President and Chief Executive Officer,"We have been stating for the past two years that the consumer experience poses a significant challenge. Ultimately, we need to follow consumer preferences. Our approach is to create the best consumer experience, leading consumers to the best content and storytelling available. To achieve this, we are advocating for a direct-to-consumer model without intermediaries. There are excellent companies doing fantastic work as we transition to enhance the consumer experience. The collaboration between us and Disney allows us to connect more directly with consumers, resulting in a stronger business. We gain valuable data and can directly engage with consumers to improve their experience. We are actively doing this with Max. It’s crucial for us to be featured in all major bundles because we aim to reach all consumers. We believe we deserve this opportunity as long as we continue to offer quality content across various genres, including entertainment, nonfiction, sports, and news, as well as in multiple languages.",0.8,WBD,2024Q1
Jean-Briac Perrette,"CEO and President, Global Streaming and Games","Yes. Just the only thing I'd add is, look, I think what happened in the 2010s is the industry went down a very dangerous financial path of trying to invest in every type of content in every genre to try and be something for everyone. And at the end of the day, we know where that led us. We're now getting back to all being great at what we do and swim in the lanes that we were great at. Disney, obviously, is incomparable and world leader in kids and family. We are world leaders in premium dramas, scripted drama, comedy, nonfiction verticals. And we can get back to investing and prioritizing our lanes and our key content while they do theirs. And synthetically, these bundles allow us to do that while still providing the consumer with a very attractive price for the combination of products such that they feel like they don't need to anymore do all the switching in and out of services month-to-month, but rather pay and get the advantage of one price. And even if they don't use the service in one month, they still feel like they're getting great value and they might use it the next month. And so it's got a lot of rationale by pulling these together and makes us all be able to go back to investing in the areas that we really are great at.",0.6,WBD,2024Q1
David Zaslav,President and Chief Executive Officer,"It does feel like this is a moment in terms of what the next year or two years will bring. I said a while back that this is a generational disruption. I went through a disruption not quite as big as this, but when my career started, when the cable business was getting started, that was a real disruption. And as we look at what happens ahead, there likely will be a restructuring of how people view content and there's a lot of irrationality in the market that's getting shaken out in terms of the amount of money spent. We said early on, it's not how much, it's how good, and that's what we're focusing on. And ultimately, I think the business will look very different in two to three years. And it will be much better for consumers, from our perspective.",0.7,WBD,2024Q1
Operator,Operator,We'll take our next question from Jessica Reif Ehrlich with BoA Securities.,0.0,WBD,2024Q1
Jessica Reif Cohen,Analyst,"Following up on what you just said, David, over the past two years, you've undergone a restructuring while adapting to significant changes in the industry. As you look ahead to the next two years and mention that the industry will undergo further restructuring, what do you anticipate will be the biggest surprises from WBD's perspective? How different will the company be? Additionally, with the Upfront coming up next week, can you share your outlook for both Direct-to-Consumer and linear segments?",0.3,WBD,2024Q1
David Zaslav,President and Chief Executive Officer,"Thank you, Jessica. Over the past two years, we focused on what the investment community refers to as synergy. We saw an opportunity to rebuild each business from the ground up, asking ourselves how we would structure these businesses if we were starting fresh, aiming for future success. We applied this approach at Warner Bros. Motion Picture, Disney, DC, Max, HBO, our channel operations, and Warner Bros. Television productions. We made significant changes by eliminating content that we felt wouldn’t benefit us while also bringing in talented creatives and investing in high-quality content. Our goal is two-fold: to operate these businesses efficiently for real free cash flow and growth, and to achieve creative excellence by producing the best content possible. This past year, HBO had its best year ever, and Warner Bros. Television produced some of the highest quality shows. We are also optimistic about our Motion Picture business, which is off to a strong start this year with a lot of exciting content. It’s about combining great content with talented creators and ensuring we are telling the best stories across all platforms while managing the business responsibly to generate real cash flow and EBIT. These elements will drive our future, and it all begins with the quality of our content. Our guiding principle is that the best content will prevail, and we must keep telling the best stories.",0.9,WBD,2024Q1
Gunnar Wiedenfels,Chief Financial Officer,"Yes. I mean, look, for the Upfront, I think it's a little early. We definitely hope to continue some of the momentum that we've seen last year. I would also say that we're operating in a much more constructive environment this year than we did last year. So hopefully, that will be supportive. To your point, Jessica, about the differentiation between D2C and linear, really, one of the things that's working very well right now is that convergence, the way John and the team take our inventory to the market is fully harmonized. Now it's across platforms incremental reach. We're leaning in further. You've seen some nice growth rates for our D2C inventory. We've got more to take to the market. We're taking it to the market with more data-driven products like the Olli announcement that we made earlier. And so there should be further opportunity. We're just getting started. And look, longer term, there is definitely more opportunity here. We have been very transparent about the significant monetization difference between linear and digital advertising. David talked about AI a couple of minutes ago, certainly, that should be a helper longer term as we think about our go-to-market here. So definitely some upside. And maybe one thing to add to your question about the surprises here, I think if you take a step back and look at our numbers right now, what we just discussed for the first quarter, we have full conviction that our Studio can earn a lot more than it is doing right now. We have full conviction that JB and Casey and the team are on an incredibly successful track. But as we've laid out many, many times before, this doesn't happen overnight, but we're seeing the sausage we're making. We're seeing how we're running the company fundamentally differently that's not reflected in our current and near-term financials. And I think that's going to be the surprise as we come through and show you what the D2C business and our content business can do longer term as we come out of the transformation.",0.7,WBD,2024Q1
David Zaslav,President and Chief Executive Officer,"Yes. When you think about the D2C business in the U.S., we need to fix the consumer experience and I think these bundling structures that we've come up with in sports and with Disney will help to do that. But we're a global business. We're in business almost in virtually every country in the world with multiple channels or free-to-air channels and two-thirds of a mature, if the subscription business is gestationally beginning to mature, come from outside the U.S. So when we launch with the Olympics, we're just getting started outside the U.S. So when you look at our subs, this is a big moment for us. And we think we have a real advantage because we have local content in every market. We've got relationships in every market. And this new idea of distributors, particularly in Europe, and as well as Latin America, recognizing they don't want to get left behind and they're starting to talk to us proactively about moving our content onto broadband, how can they offer our products in a way because they don't want to be the antiquated cable operator. They want to be the cable operator and the channel store as well. So all of that, I think, bodes very well for our future. You have to be global. This is not a game for U.S.-only companies. Have to be global, above the globe.",0.8,WBD,2024Q1
Operator,Operator,We'll take our next question from David Joyce with Seaport Research Partners.,0.0,WBD,2024Q1
David Joyce,Analyst,"Following up on the Upfront and advertising question, you have a strong relationship with advertisers and are at the forefront of ad tech. I'm curious about how you align your analytics and data with targeted advertising on linear networks in comparison to what various digital platforms are doing. Is this starting to show results, or when can we expect to see it reflected in some of the modest sequential improvements?",0.2,WBD,2024Q1
Gunnar Wiedenfels,Chief Financial Officer,"Well, it's certainly beginning to shine through, but I think there's a lot more opportunity. The thing to keep in mind here is we've got to differentiate between the traditional linear and D2C advertising. Obviously, on the D2C platform, we are enjoying all the benefits that everybody else enjoys in terms of being plugged into all the key marketplace platforms and taking advantage of data partnerships in the marketplace. But also on the traditional linear side, it's important to remember that with the shift in the distribution landscape, we've got a much greater share of virtual MVPDs in the mix. That opens up opportunities for us to do targeted advertising with dynamic ad insertion within the linear streams. And those are some areas where we see additional opportunity. And if you take that together with the fact that JB is bringing in more and more ad-lite subscribers, that drives additional scale that not only drives inventory, but also a real scale advantage as we increase our reach across the combined platform. So to answer your question more precisely, I think it's starting to come through, but this is going to be a growth cycle, I think, for many, many years to come.",0.7,WBD,2024Q1
Operator,Operator,We'll take our next question from Kannan Venkateshwar with Barclays.,0.0,WBD,2024Q1
Kannan Venkateshwar,Analyst,"Maybe one on the JV. When you think about the Disney JV with Hulu and Disney+, is there an opportunity maybe to add other services? Does this become kind of an anchor? And are you viewing this long term as an opportunity to maybe bring other services into the fold as well? And is there also a role for some degree of exclusivity in the sense that when you go to market with Disney on a standalone or Max on a stand-alone basis and a bundle, obviously, the price difference has to be attractive enough for consumers to go towards the bundle. So is there any kind of a different approach as you think about what kind of content becomes available across the bundle and individual services? And maybe one on advertising. I mean, your advertising increases or year-over-year change in DTC is now starting to become meaningful enough to offset bigger and bigger portions of the big clients in linear. I think it was about 30% offset this quarter. Is there a point over the course of maybe next year or 1.5 years where you see this becoming a big-enough driver to offset a big part of your linear ad declines?",0.2,WBD,2024Q1
Jean-Briac Perrette,"CEO and President, Global Streaming and Games","Thank you, Kannan. Regarding your first question, we believe that the combination of Disney+, Hulu, and Max is extremely strong and appealing. We've observed that many have struggled to determine whether individual companies could invest enough to create something truly valuable for every family member. It's become clear that the costs and the sheer volume of content from a consumer perspective were excessive. Now, we have the opportunity to regroup. When you combine these platforms, you get an exceptional array of kids and family programming, adult content, and both scripted and unscripted shows. We don’t feel the need to include any other service to make it attractive. Looking at the current market, Amazon and Netflix are indeed impressive, offering strong content that many find essential. Consumers are looking for one additional package at a reasonable price, and our bundle along with one or two of those services can meet the entertainment needs of most households effectively. This might increase the challenge for independent services as they may experience higher churn rates, with more users coming and going based on demand. We believe this offering can be a key component of every household's entertainment lineup, and at this time, we don't see a need to expand further.",0.6,WBD,2024Q1
