speaker,title,content,sentiment,symbol,quarter
Will Nance,Analyst,"I appreciate you taking my question. I wanted to follow up on the strong spending results you've reported. Those results have been clear in some of the data so far this quarter. I'm curious if, when you analyze the data, there are specific factors you would attribute to this acceleration over the past couple of months. I understand you've mentioned holiday spending and various factors impacting the days mix, but we've spent quite a bit of time discussing how ticket size has been a challenge. I'm interested in whether this represents a new baseline or if we are simply overcoming tough comparisons from the past couple of years, versus a genuine increase in spending above the trend. I would love to hear your thoughts on this. Thank you.",0.4,V,2025Q1
Chris Suh,CFO,"Thank you for the question, Will. Let's break it down a bit. We observed strength in both the US and international markets. In the US, we had a strong holiday season, and I mentioned some of those figures in my prepared comments. This also positively impacted discretionary categories such as retail, travel, and entertainment, alongside the effects of Reg II. This was a significant improvement we noticed in the US, and we are optimistic about it. We have similar positive sentiments across various regions. From a payment volume perspective, we feel confident. Regarding cross-border activity, e-commerce saw a 1 point increase from Q4, benefiting from the stronger retail and holiday season, while travel rose by 4 points from Q4 and has shown improvement over the last two quarters. We're seeing strong travel performance across all regions, and again, we feel optimistic. However, since it's just the beginning of the year, we will wait to see how Q2 unfolds, but our outlook for the second quarter is generally positive.",0.7,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,"Next question, please?",0.0,V,2025Q1
Operator,Operator,Thank you. Darrin Peller with Wolfe Research. Please go ahead.,0.0,V,2025Q1
Darrin Peller,Analyst,"Thank you, everyone. I have a couple of questions. First, I’d like to discuss the underlying trends we anticipate for the year, particularly with regard to some of the easier comparisons we have now, considering there were some businesses last year that we are now able to measure against. How will this affect your volume trajectory in the US as the year moves forward? We know that Reg II has already started to make a difference. Additionally, I’d like to ask about the rebates and incentives. You mentioned that we would start the year with a higher quarter. Could you clarify if the results we saw met your expectations, or if there have been any changes in timing? Did it come in as you anticipated? Thanks again.",0.5,V,2025Q1
Chris Suh,CFO,"Yeah. Okay. Let me try to tackle all three of those things, Darrin. In terms of the full year guide, you are recalling correctly, when we started the year, we talked about sort of the dynamics in half-one and half-two and why we anticipated growth to be accelerating throughout the course of the year. Incentives was part of that story. As we said before, as expected, this is going to be a big year for renewals with more than 20% of our payment volume impacted and starting really meaningfully with that renewal cycle in the first half of the year, that has occurred. You saw incentives grow 13% in Q1 versus the 6% we saw in Q4, and that will continue. We anticipate Q2 incentives growth will continue to reflect that renewal cycle. You mentioned Reg II. I think we've covered that. We are lapping what was a modest impact from a year ago. And then, there are some lapping benefits from portfolio as well that are more centered towards the second half of the year as well. That all said, again, I just have said it before to the last question when Will asked, it's a quarter into the year. We've reflected the Q1 upside and adjusted our Q2 outlook to reflect that and we'll certainly talk about half-two as we get closer to it.",0.6,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,Next question?,0.0,V,2025Q1
Operator,Operator,Thank you. Andrew Jeffrey with William Blair. You may go ahead.,0.0,V,2025Q1
Andrew Jeffrey,Analyst,"Hi, thank you. Can you hear me now?",0.0,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,Yes. Now we can.,0.0,V,2025Q1
Andrew Jeffrey,Analyst,"I apologize for that. I'm sorry. I wanted to ask on value-added services, given the recent closure of Featurespace and I think some emphasis in Pismo. Can you talk, Ryan, has there been a philosophical change or a change in emphasis perhaps in Visa's value-added services initiatives? And going forward, as we think about greater opportunities in that area, should we think about Visa maybe emphasizing some more security offerings versus processing and gateway? Just trying to frame that up.",0.5,V,2025Q1
Ryan McInerney,CEO,"Yeah. We continue to be very excited about the progress that we're making in value-added services across the board. There's no change in emphasis as it relates to the priority or the prioritization of kind of the areas where we've been building products and serving clients. So, we continue to be very focused on delivering solutions to merchants and acquirers, very focused on delivering solutions to issuers, very focused on delivering fraud and risk solutions broadly across the ecosystem, as well as our advisory business, I talked about some examples in my prepared remarks. We have had some great acquisitions. The way that we think about acquisitions is we're constantly looking for companies around the world that we can bring into our ecosystem, accelerate their growth, and accelerate our kind of products that we're bringing to our clients, and Pismo and Featurespace are two great examples of those. In terms of Pismo, we're having real good success with our sales pipeline all around the world. We're having conversations with clients that I don't think Pismo ever would have had, certainly not this early in their evolution. And the reason we're able to do that is we're bringing, kind of, the amazing capabilities that Pismo offers together with the deep relationships and partnerships that we have, as well as our long track record of delivering resilient solutions to our clients and partners. Featurespace is early, but we're already having a ton of success. I got a ton of great client and partner feedback once we closed that acquisition. We've known Featurespace for many years. We partnered with them. We also competed against them. We know their capabilities really well. One of the things that you're seeing from us is that we're continuing to take the amazing capabilities that we have at Visa, whether that's our fraud capabilities, our network capabilities, our processing capabilities, we're unbundling those from the Visa stack, we're enhancing them, and then we're delivering them to a broader array of clients and partners, many times unrelated to Visa transactions or the VisaNet platform itself. So we continue to focus on all those areas in value-added service. We continue to have good success. And you'll continue to see us kind of move down this kind of program of unbundling our capabilities, enhancing them, and delivering them to a much broader set of clients.",0.8,V,2025Q1
Andrew Jeffrey,Analyst,"Helpful, thank you.",0.5,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,"Next question, please?",0.0,V,2025Q1
Operator,Operator,Thank you. Harshita Rawat from Bernstein. You may go ahead.,0.0,V,2025Q1
Harshita Rawat,Analyst,"Good afternoon. So, Ryan, I want to follow up on your comments on kind of this unbundling of the capabilities and ask about Visa A2A. You talked about 10 new RTP network partnerships. What are you hearing from your issuer and merchant customers? Bill Pay is probably an obvious use case. How should we think about the roadmap of use cases, monetization models, and also the dynamics vis-a-vis debit in terms of cannibalization? Thank you.",0.4,V,2025Q1
Ryan McInerney,CEO,"Yeah. You're right. And this notion of unbundling our capabilities is very relevant in the value-added services space for some of the reasons that I mentioned. It's also very relevant in the consumer payment space, and Visa Account-to-Account is a great example. A great example where we've unbundled kind of our brand and acceptance, our rules in terms of chargebacks, disputes, and returns, and how things work, as well as kind of our risk management capabilities. We've unbundled that from the Visa stack and now we're delivering that to our partners, initially in the UK with Visa A2A and then more broadly across Europe and other places over time. We still are on track to launch Visa A2A in early 2025. After we announced it, we've done what we always do, which is have a bunch of great conversations with clients and partners and regulators in the UK. As you mentioned, the initial use case is targeted at Bill Pay, and what we found through those conversations is there's a real need. There is a real need to add the types of processes and rules and the trusted brand that we have to account-to-account payments starting in Bill Pay to give consumers more confidence to use it, merchants more reason and confidence to offer it, and we're excited about it. I mean, obviously, Bill Pay in the UK is just the start, but we think that the power of taking some of these Visa capabilities into the account-to-account space is going to be a great benefit for our clients and our partners in the ecosystem. You mentioned Visa Account-to-Account, it's a similar story on what we've been doing in Account-to-Account Protect, where we've taken our decades of risk experience, our data, our scoring algorithms, and unbundled that from the Visa stack, and we're delivering that to, as I said in my prepared remarks, we're targeting up to 10 RTP networks during the course of this year. I mentioned the banks we're now working with in Brazil to reduce fraud on Pix transactions. We've had great success with Pay.UK in the UK, reducing fraud on account-to-account transactions. And you're going to hear a lot more from other partners and other networks around the world. These two examples are both driven by client needs. I mean, that is what drives our innovation agenda, that's what drives our product delivery agenda. We've been hearing from clients all around the world that they're looking for Visa to help them with these types of challenges, both driving safe and secure account-to-account payments around the world. So, very excited about it, and you'll continue to hear more from us on it.",0.8,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,Next question?,0.0,V,2025Q1
Operator,Operator,"Thank you. Our next caller is Timothy Chiodo with UBS. Please go ahead, sir.",0.0,V,2025Q1
Timothy Chiodo,Analyst,"Great. Thank you. I want to dig a little bit into the mix components of the cross-border business. So, you've said in the past that roughly about 60% of it is travel and the other roughly 40% is e-commerce. And I know that evolved a little bit throughout COVID and now into the recovery period. But when we think about the e-commerce component, I believe that some of the Visa Direct-related pieces are sitting there. So, whether it be the remittances that are cross-border or the marketplace payouts. I was hoping you could dig into those two or that broader bucket. If there's any rough growth rates or growth contribution or sizing? And if not, just any general comments around that aspect of the cross-border business?",0.3,V,2025Q1
Chris Suh,CFO,"Thanks for the question, Tim. Let's break that down. Regarding e-commerce, the mix you've mentioned is consistent with what we've provided, with e-commerce performing slightly better over the last few quarters. This quarter, both growth rates have come together, which was positive. Visa Direct includes a cross-border element, and we noted that Visa Direct transactions are up 34%. The cross-border part is growing significantly faster, although it remains a small fraction of total transactions. Overall, Visa Direct is showing strong momentum and presents a substantial opportunity. When we consider everything, we're witnessing impressive growth in both e-commerce and cross-border, and the yields are also beneficial.",0.6,V,2025Q1
Ryan McInerney,CEO,"Yeah. The only thing I'd add is that in the very big scheme of things, with all the success we're having in cross-border Visa Direct, which is great and we are having great success, it's still a very small portion of our cross-border transactions and payment volume around the world in the big scheme of things.",0.4,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,"Next question, please?",0.0,V,2025Q1
Operator,Operator,Thank you. James Faucette with Morgan Stanley. Please go ahead.,0.0,V,2025Q1
James Faucette,Analyst,"Hi, thanks. I wanted to follow up on the cross-border question. How much benefit have you experienced from cryptocurrencies in relation to the cross-border e-commerce component? I'm curious about the uplift you saw from that. Also, considering the deceleration in growth rates we’ve observed in January, what is your current outlook on travel and what trends are you noticing in bookings? Any insights you can share on these two topics would be appreciated. Thanks.",0.3,V,2025Q1
Ryan McInerney,CEO,"Hi, James. Crypto. So, how and where does crypto impact our business? Well, there are a few ways that crypto can show up in our underlying drivers, but typically, when we see an impact, we do see it in our cross-border e-commerce volumes. I talked about some of the drivers of that this quarter relative to Q4. But obviously, given the recent demand and sort of activity around crypto, it is a modest benefit, I would say, to our cross-border e-commerce, but it's one of the smaller benefits. I talked about sort of the other things that impact that. And so that's where we do see it typically.",0.4,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,"Next question, please?",0.0,V,2025Q1
Operator,Operator,Thank you. Jason Kupferberg with Bank of America. Please go ahead.,0.0,V,2025Q1
Jason Kupferberg,Analyst,"Thank you, guys. I wanted to touch on tokenization for a minute. I think you said the number of tokens were up 44% in the quarter. Obviously, a pretty robust number. So, if you can just give us a general update on tokenization strategy and any potential timing or magnitude of actual monetization opportunity from tokenization? Obviously, understanding the benefits of it from a fraud and security perspective, but just wondering if there's any direct monetization we should be thinking about.",0.5,V,2025Q1
Ryan McInerney,CEO,"I'm glad to discuss tokens. You mentioned the significant increase in the number, and we agree it’s an important milestone. Let me provide some context on our token roadmap. Visa network tokens have been, and will continue to be, a top investment priority for us. We have been at the forefront of token innovation and adoption. It's been nearly a decade since we issued the first Visa token, and in 2020, we reached the milestone of 1 billion tokens. In retrospect, that was just the start of our growth journey. Currently, we have over 12.5 billion tokens in circulation, with 8,400 issuers across more than 200 markets globally. A third of all Visa transactions are now tokenized, with 21 to 22 billion token transactions occurring in the last quarter. Adoption is rapidly increasing due to significant performance improvements. For instance, in e-commerce, tokenized transactions enjoy a 6 percentage point higher approval rate, leading to increased sales for our merchant partners and a 30% reduction in fraud rates, which benefits everyone involved. Tokens are also a vital platform for driving innovation. For example, in Europe, we are using tokens to enhance the e-commerce checkout experience by integrating FIDO pass keys via Visa tokens into Click to Pay, making the checkout process as easy as unlocking a phone with a face or fingerprint. Tokens also support our value-added services, helping us strengthen relationships with partners and increase revenue. Regarding monetization, we have merchants utilizing our token credential enrichment service, which keeps Visa credentials updated for them, ensuring they don’t miss subscriptions or sales when cards expire. On the issuer side, we have a service that allows issuers to create a heat map of their consumers' tokens across the ecosystem, for which they pay us to help their customers manage their Visa cards with various merchants. We are developing and planning a wide range of token-based services, and the revenue from these services is significant and will continue to grow.",0.8,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,"Next question, please?",0.0,V,2025Q1
Operator,Operator,Thank you. Bryan Keane with Deutsche Bank. Please go ahead.,0.0,V,2025Q1
Bryan Keane,Analyst,"Hi, thanks for taking my question. Ryan, I just want to ask about X Money. How long does a project like that take for you guys to implement with X? Any kind of idea on how fast and how much volume that might ramp? And any thoughts on economics? I assume it's just kind of Visa Direct type transactions. Thanks.",0.4,V,2025Q1
Ryan McInerney,CEO,"I believe the partnership with X is a strong illustration of what has been a significant trend among fintech companies, large tech firms, cryptocurrencies, digital wallets, social messaging applications, and others. They have evaluated their options and determined that the Visa platform and its extensive network represent the most reliable and comprehensive solution for money movement. This platform is designed to allow developers to swiftly implement the solutions they need. This partnership is another important milestone in our ongoing journey. As mentioned, it is based on the Visa Direct platform, which will enable approximately 600 million active monthly users of X to fund their X Money accounts. They will have the ability to instantly transfer funds back to their bank accounts from their X Money accounts. Additionally, creators on the X platform will now benefit from faster payments when they use Visa Direct to transfer funds back to their bank accounts. This truly reflects the strong collaboration between our team and the X Money team in developing these use cases, and we are excited to further expand the range of applications on our platform.",0.8,V,2025Q1
