speaker,title,content,sentiment,symbol,quarter
Francois Roger,Unknown,"Yes. Good morning, Luisa. See, the rationale for the €5 billion actually we wanted to mitigate part of the dilution of Opella. So, I think that we are addressing that with the €5 billion. What we did as well was to listen to you as analysts and to listen to our shareholders as well. And we found that €5 billion was actually the amount that on which there was a consensus as well on your side. The starting point, we expect to start the share buyback in the middle of next week actually or relatively quickly. The rest of the proceeds, it's part of our capital allocation. You saw that, first and foremost, we want to invest in our business, which is what we did in R&D last year, which is what we do as well on a permanent basis in AI, in manufacturing. There will be more coming in, in sales and marketing ahead of quite a few launches coming in. Obviously, we are looking as well very seriously at external growth opportunities, BD and M&A, without any pressure because we have a strong growth outlook ahead of us, because we have a strong pipeline as well. I mean, Houman just covered it a few minutes ago. That being said, we have a strong balance sheet. As you could see, we have a limited amount of debt as at the end of 2024, which gives us a certain number of opportunities. But we don't feel any pressure to go crazy on M&A and BD. We will remain very disciplined, while having the opportunity to complement whatever we have in our pipeline. The main focus will be essentially on our four therapeutic areas, which you know, plus potentially some white spaces, once again, without feeling any pressure and always focused on creating value for shareholders.",0.0,SNY,2024Q4
Paul Hudson,Unknown,"Thank you. Thomas, PCV-21, comparative landscape.",-1.0,SNY,2024Q4
Thomas Triomphe,Unknown,"Thank you, Louisa. Indeed, Sanofi was very pleased to announce the start of the Phase 3 program for our PCV-21 product. The study is progressing at the plan. In total, we are expecting to include more than 7,000 infants into the overall Phase 3 program. More broadly and in line with your question, as you know very well, first of all, it's exactly at the heart of what we're doing today at Sanofi vaccines. It's reaching either the pediatric for this Phase 3 program or the elderly segments, both segments where we are very well-positioned. So, it fits perfectly with our portfolio. It will be nicely complementary. It's a big space today, but Phase 3 is about 70% of the we move business altogether. Basically, as per the competitiveness of the program, I think I have a couple of things to highlight. First of all, PCV-21 program is going to be the first pediatric vaccines against pneumococcal disease that will enter into a national immunization schedule, the first one with more than 20 valencies. So, I think that, we will position well as a starting point. As you've noticed also from our December announcement, we've announced a refocusing of the alliance with our partner SK, which means that, it's a starting point. It's not an ending point. We'll start with PCV-21. And, of course, our objective is to be competitive all over the marketplace. Therefore, we'll keep going forward with more and more balances. We appreciate, obviously, that other companies are working on other candidates in this space, but we do believe that we are very well-positioned to start a significant entry into that place, and we remain competitive.",0.0,SNY,2024Q4
Paul Hudson,Unknown,"Very effective. The first is just over 21 valences. We are adding the pediatric market, which is the biggest segment of all in that. Okay, next question.",-1.0,SNY,2024Q4
Operator,Unknown,Next question is from Graham Parry from BofA. Graeme?,-1.0,SNY,2024Q4
Graham Parry,Unknown,"So, firstly, on Dupixent and just the gross to net adjustment in fourth quarter. Can you just clarify that was just a one-off adjustment catch-up for channel mix rebate levels through the whole year of 2025 and just the extent to which that drove the €150 million miss, is that just the majority of that compared to say invoicing days? And then just any comments you've got on how that could progress into 2025? And then secondly on Beyfortus, just given clesrovimab potential for approval this year possible inclusion in the season. Do you -- are you -- what do you see in your guidance for the year on Beyfortus? Is it expected to grow? And then, finally on tolebrutinib, if you could just update us on the indication that you're expecting for tolebrutinib in non-relapsing SPMS. Is it classically defined non-relapsing SPMS you're discussing? Or is there any potential here to get a broader label for progression independent of relapsed activity?",-1.0,SNY,2024Q4
Paul Hudson,Unknown,"Thank you, Graham. Brian, Dupi goes to outlook to '25.",-1.0,SNY,2024Q4
Brian Foard,Unknown,"Yes. Thanks so much Graham for the question. I'll first start off by reiterating what Paul said in his opening remarks. We couldn't be more pleased with Dupixent's full year performance delivering greater than €13 billion. As you guys know, we provided the target of €13 billion for the year, 23% growth this previous year. And again, it's underlying demand driven is what's happening here. So, we have strong TRX growth across indications and across geographies. That's the same actually for Q4. Q4 was really strong performance with double-digits growth in terms of sales and TRXs. It's just exactly as you said. I think you said it in your question. It was really due to Q4 net sales reflects some one-off items in the U.S. There's some true-ups there. Of course, there is a little bit of the fewer business days. There's a little bit of each of the two mixes. But overall, again, really, this doesn't affect volume. We're in a really strong position as far as volume goes. Now having 2024 behind us, it even further reinforces our commitment to our longer-term guidance that we provided. So, feel like we're in a very good shape exiting '24 and entering '25.",0.0,SNY,2024Q4
Paul Hudson,Unknown,"And you see the script trends as we started the year, so very encouraging already. Beyfortus guidance, Tom, and competitive set?",0.0,SNY,2024Q4
Thomas Triomphe,Unknown,"Yes. Thanks for the question, Graham. First of all, maybe before we switch on to 2025, a couple of thoughts on 2024. Very happy about the first year of Beyfortus. First full year of sales, we've reached close to €1.7 billion, unprecedented pediatric immunization launch in the history of pediatric immunization. I think that's a good point of our capabilities. Now, it's also a good point of the capability of the product, because you've seen that, not only we are happy about the sales, but most importantly, we are very happy about the impact we have seen on hospitalization in the newborn population. Now, moving forward from 2024 to 2025, we see further growth in 2025. That's very clear when you look at the penetration of the number of countries we can go to. There's more penetration in some markets, and there's a couple of more markets notably in Europe or Asia, where we could grow in the coming year in 2025 and up to 2026. Obviously, we also recognize that there are more competition coming down the road. You've pointed another molecule activity that could come in 2025. We expect this other molecular antibody to come in 2025 in the U.S. As we discussed before, I think first impact would be the fact that, we will talk more about the importance of RSV prevention. It will raise the importance of the awareness of IV disease. That's the first thing. And then, of course, while there would be more competition down the road, we believe that, we have a competitive profile with nirsevimab. We have an extensive amount of real-world evidence. You've seen many countries showing 80% or 90% reduction on hospitalization. And you've seen the very pristine safety on a large scale that is provided with the Beyfortus moving forward. I think that from the real-world evidence from the competitive product profile, but we have also with a significant life compared to the other armament activity, we are well positioned to grow in 2025.",0.0,SNY,2024Q4
Paul Hudson,Unknown,"Thank you, Thomas. Houman, tolebrutinib and potential label?",-1.0,SNY,2024Q4
Houman Ashrafian,Unknown,"Yes. Thanks for the question, Graham. Tolebrutinib has been submitted in line with our previous guidance last year. We're excited about the date of the tolebrutinib, as you suggested, secondly, progressive MS. And we are equally excited about the readout later in this year for PPMS. This is a demonstration of Sanofi's commitment, unwavering commitment to patients with MS.",0.0,SNY,2024Q4
Paul Hudson,Unknown,Okay. Next question.,-1.0,SNY,2024Q4
Operator,Unknown,Next question is from Seamus Fernandez from Guggenheim. Seamus?,-0.99,SNY,2024Q4
Seamus Fernandez,Unknown,"Thanks very much. I'll just, go simple and try to abide by the one question, request. Actually, the question is for Paul and Houman, sort of simultaneously. If you each wouldn't mind offering up the catalyst that you're most excited about in 2025 in particular. I think most investors anticipate, the results of itepekimab most eagerly, but love to just kind of hear your thoughts on maybe your top three, and if perhaps they, might differ slightly, it would be fun to hear that as well. Thanks so much.",-0.99,SNY,2024Q4
Thomas Larsen,Unknown,"Alright. So, the old, which is your favorite child, for me, it's the one that called me most recently. Do you remember maybe Houman you start?",-1.0,SNY,2024Q4
Houman Ashrafian,Unknown,"Yes. I'll be very quick. Top three. I think, we're excited about the launch of Dupi in COPD, which my beloved colleague Brian has already talked about, I think bringing, itepekimab alongside that for patients with who are former smokers will be very exciting and reinforcing our position in pulmonary inflammation and immunology. I think it's an exciting time, for amlitelimab as we continue the quickening drumbeat, particularly in disorders like asthma and in hidradenitis suppurativa. Finally, I'm very excited about the ongoing activity around and completely internally generated by specific activity in lucitanib. Those are my three, but it would be remiss of me not to comment on our three launches that are coming up.",0.0,SNY,2024Q4
Paul Hudson,Unknown,"I'm excited about all of our Phase 2, programs. Just to give it -- I think the quality of what we're putting in means that we're more confident what comes out. Of course, the normal risks around that. Probably a bit of overlapping with Houman. -- COPD, it was game changer in former smokers. So, I think that is going to be really interesting. I could pick from three or four other things, but on the later stage, I think it's primary progressive MS with tolebrutinib. I think they're all a big deal, and I think we can go a bit deeper into the Phase 2s. But it's exciting year for us. No LOEs, mid high single-digits growth, strong rebrand in EPS, and pipeline catalysts. I mean, that's where we want to go top-line pipeline. Next question?",0.0,SNY,2024Q4
Operator,Unknown,Yes. Next question from Peter Welford from Jefferies. Peter?,-1.0,SNY,2024Q4
Peter Welford,Unknown,"Hi. Thanks for taking my questions. I hope you hear me. And so, I'll ask these two. Firstly, just on Beyfortus. Can you just comment there on two things, both in terms of, you said growth for 2025? Can we expect U.S. growth in within your assumption for 2025? And what's regarding is the actual doses that you shipped at the moment in the U.S. or indeed other markets, have they been used, or are there still doses at the moment that are outstanding, that are presumably likely to be used during the first part of the year as the season continues? And then secondly, I just wonder if you can comment on the potential for lunsekimig? I think our catalyst did push into 2026. Is that does that reflect any changes to the data you're awaiting or any change to the Phase 2? Or, is that purely just a timing from the point of view of recruiting and getting sufficient data on board for the decision in ASPA Phase 3? Thank you.",-1.0,SNY,2024Q4
Thomas Larsen,Unknown,"All right. Peter, thank you. Thomas on Beyfortus, U.S. growth and doses shipped?",-1.0,SNY,2024Q4
Thomas Triomphe,Unknown,"Thanks for the question, Peter. We don't provide exact number of doses shipped by provider to each country. But I can still give a bit more color on 2025 versus what I've pointed in 2024. I think what's at the heart of your question for 2024 is, how did we deliver the growth on 2024, and what does that mean or how should you think about 2025? First of all, we had a significant increase in supply in 2024. All the teams have been remarkably working on both sides of the partner to deliver that. That has enabled us to deliver in Q4 2024 enough doses to cover for the 2024 needs and the Q1 2025 needs because, as you know very well, RSV is not true. Therefore, you have babies being born in January, February and some market share. There will be RSV mutation in January, February, and March, and we've shipped those in Q4 2024 for that purpose. So this is what it accounted for. I still believe that when it comes to penetration, there is an opportunity to increase in the U.S. in the coming years. Of course, as always, when it comes with VCR it's year-by-year progressively. There's a lot going on in the U.S. as you know very well. We'll know more in the coming few weeks. But when you look at the profile of the product, we believe that, there is a good space for the product moving forward.",-0.98,SNY,2024Q4
Paul Hudson,Unknown,"Thank you, Thomas. Houman, lunsekimig?",-1.0,SNY,2024Q4
Houman Ashrafian,Unknown,"Yes. So, as I said, thanks for asking the question. We're very proud of lunsekimig combining the potency of TSLP and IL-13, best-in-class, first-in-class, unprecedented molecule with the best FEMA data that's out there. Your specific question was about the implication of the move into in to 27 of that. I just want to take a step back. I think the Sanofi's adopted a new discipline. This is part of our freedom now. We're an organization that is robust in our use of data, and what all we've done, as you can see, by outlining and dimensionalizing our pipeline timing, what we've tried to do is align that beautifully with clinical trials. That's all we're doing. There is no implication for lunsekimig. In fact, our commitment both to moderate-to-severe asthma as well as high-risk asthma, underlines the importance of this potential molecule, to both increase efficacy ceiling and possibly drive durability. So simple answer to your question. We remain super confident.",0.0,SNY,2024Q4
Paul Hudson,Unknown,"Thank you. It is really actually quite an exciting product, given a particular high-risk asthma. I mean, really, in asthma 35 years, and I think this is a real incredible opportunity. Okay. Next question.",0.0,SNY,2024Q4
Operator,Unknown,Next question from Jo Walton from UBS. Joe? Jo?,-1.0,SNY,2024Q4
Jo Walton,Unknown,Thank you. Can you hear me?,-1.0,SNY,2024Q4
Jo Walton,Unknown,"Excellent. Mike, I have two questions, please. Firstly, can I push you a little bit more on vaccines? Perhaps you can give us some idea of what you think the penetration today in relevant infants is, in the U.S. and what that would be compared to some other sort of early pediatric vaccines, just to give us a sense of what the upside for the market there is? And also, within vaccines, can you tell us a bit more about the proportion of your sales that go to, let's say, adolescents with mandates? Because I think people are fearful that, whilst everyone is going to be allowed the choice to have a vaccine going forwards, perhaps some of the mandates that really pushed people to vaccination may weaken, anything to do with individual choice, and you do tend to see lower vaccination rates. I'd like you to discuss that a little bit in more detail if you could. And could you also just please, tell us a little bit more about, health care reform in the U.S., your assumption of how much more you're going to have to pay for the Part D for those patients who are in catastrophic cover, and whether you see any offsets in terms of increased volume from lower patient co-pays, more adherence, for example, for things like Dupixent in the elderly?",-0.99,SNY,2024Q4
Paul Hudson,Unknown,"Okay. Thank you. Francois, maybe I'll turn to you on the last part on the assumptions. Some very specific questions, Tom. I'm not sure that you can answer them specifically, but you can certainly share what you think.",-1.0,SNY,2024Q4
Thomas Triomphe,Unknown,"Yes. If I cannot answer them specifically this call, that's why we're having quarterly recall. Might be some other quarters on the road. What I mean by that, hi, Joe. And back to your first question on the penetration in U.S. It will be today in January a bit premature because I said before, you have the full data a few weeks after injection, and we know very well that RSV -- are going to go still in January, February and March. So, it's a bit early to say. I would expect that a significant percentage of the U.S. birth cohort has been protected against RSV this year, but which means more than the majority, more than half, if you wish. But it's way too early to be a bit more precise. Wait for a one or two earning calls, and we'll do a bit more. It will give you more idea of further home to pay. But there is, as for any immunization coming into the market, it takes two or three years to pick in terms of RSV. So, I think that's what we should expect for the product, especially in the old category. Now on your second question, which is very different on percentage of adolescence with corresponding to mandated or potentially mandated immunizations in the U.S., I understand where the question is coming from. A bit early there, I would say that, if you want to have an idea, the immunizations you're talking about are some boosters in adolescents and some meningococcal shots in adolescents or mening and boosters. However, if you're looking at the heart of your question, I personally do not believe that, mandatory or not monetary situations will make a big difference into the taxation coverage rates. So. we are not specifically worried for that. Of course, it's something we are monitoring as a field. But when you look at the clear benefits risk of our products moving forward between disease and not disease, those one-time immunizations are very clear in terms of safety and benefits. So again, there are some decisions that will happen in the coming few months or quarters maybe. Let's see. Let's not have too many hypotheses. But whether or not monetary situation are removed, I do not foresee today a major impact on ourselves.",-1.0,SNY,2024Q4
Paul Hudson,Unknown,Thank you. Maybe Francois?,-1.0,SNY,2024Q4
Francois Roger,Unknown,"Francois speaking, on the Medicare Part D, as I said, we expect a modest impact. It has been fully built in our 2025 guidance on budget, obviously. You talked about the volume elasticity. The reason is very difficult to assess, but we don't expect a significant volume positive volume elasticity out of it. But maybe I'll let Brian complement what I said.",-0.98,SNY,2024Q4
