speaker,title,content,sentiment,symbol,quarter
Simon Flannery,Analyst,"Great. Thanks a lot, Tony.",0.1,VZ,2024Q1
Brady Connor,"Senior Vice President, Investor Relations","Yeah, thanks, Brad. We're ready for the next question.",0.0,VZ,2024Q1
Operator,Operator,"The next question comes from John Hodulik of UBS. Your line is open, sir.",0.0,VZ,2024Q1
John Hodulik,Analyst,"Great, thanks and good morning, guys. First, just a couple of quick follow-ups on Simon's question. For number one, the positive commentary you guys talked about with March, does that suggest you guys could be positive in terms of consumer phone adds in the second quarter. That's number one. Number two, the price increase seemed to be digested pretty well and you actually saw churn come down. Does that suggest you guys have more pricing power than you thought and we could see, and maybe not just for you but for the industry, and we could see more in the future that's number two. And then on ACP, I noticed you guys announced some new plans with free sort of low-end plans on the broadband side with free service for six months. You've talked about some of the headwinds as ACP goes away, but do you believe that there's an opportunity to potentially win some broadband subs as that plays out? Thanks.",0.1,VZ,2024Q1
Hans Vestberg,Chairman and Chief Executive Officer,"Thank you, John. Regarding the first question about consumer net adds in the short term, I maintain my earlier stance. We expect consumer net adds to be positive in 2024. The team is performing well right now, showing an increase of 100,000 in net adds during the first quarter. I encourage them to keep executing. They have an excellent product that appeals to the market, and I am confident they will continue to do well. As for churn, it's important to note the current market environment, which includes inflation and higher interest rates. However, the product is in strong shape, as everyone relies on wireless and broadband, and that has significantly improved over the past couple of years. Our products are also well-targeted for various customer segments. Additionally, we are highly focused on managing churn. With Sampath's leadership and our AI tools, we effectively target the right customers at risk of churn. This approach has worked well even after a substantial price adjustment in the consumer group during the second quarter. The same applies to our business wireless segment. They experienced a slow start earlier in the year but showed a strong performance in the quarter, maintaining their status as the market leader in wireless and continuing to see positive growth, which I am pleased about. Regarding the ACP, I will let Tony provide further comments. I want to emphasize that we believe it is essential for everyone in these countries to have access to wireless and broadband as it is a critical service today. This belief underpins our existing low-income plans for Fios and our entire suite of prepaid products. Our segmentation model enables us to support customers irrespective of the ACP changes. Lastly, I want to reiterate that our high-quality customer base, which is among the best in the industry, is really benefiting in this environment with the products we offer. Tony?",0.5,VZ,2024Q1
Tony Skiadas,Chief Financial Officer,"Sure. Good morning, John. Regarding the ACP, we halted enrollments in February but are still accepting transfers until May. As previously mentioned, most of our exposure is within the prepaid sector, where we currently have 1.1 million prepaid subscribers participating in the ACP program. We've indicated that our guidance anticipates the ACP funding remaining stable. Any impact may affect service revenue by up to 50 basis points. The margin exposure from ACP is minimal and was insignificant in the first quarter. If the funding is not renewed in May as planned, we have strategies in place to tackle this, focusing on both retention and potential acquisition opportunities. We will keep everyone updated as more information becomes available.",0.3,VZ,2024Q1
John Hodulik,Analyst,Thanks guys.,0.1,VZ,2024Q1
Brady Connor,"Senior Vice President, Investor Relations","Okay, thanks John. Brad, we're ready for the next question.",0.0,VZ,2024Q1
Operator,Operator,The next question comes from Michael Rollins of Citigroup. Your line is open sir.,0.0,VZ,2024Q1
Michael Rollins,Analyst,"Thanks and good morning. I was curious if you could unpack a bit more of how you're thinking about the up-tiering opportunities within the post-paid phone base. And as you look at the Perks, is there a way that we should think about the revenue contribution from Perks and where that can go over time as an incremental way for Verizon to monetize the base?",0.2,VZ,2024Q1
Hans Vestberg,Chairman and Chief Executive Officer,"Thank you, Mike. This is a long-term strategy for us. Firstly, we have a strong customer base, and we want to provide them with flexibility on the consumer side. We then introduce the Perks, which adds to the overall value for our customers, even as we move them up-tier. This transition has been very successful. As mentioned in our prepared remarks, nearly a quarter of our customers currently have myPlan, and we anticipate that number will increase to nearly half, a rapid adoption rate reflecting strong market resonance. We see opportunities for both up-tiering and adding services, contributing positively to our bottom line. Many of these offerings provide savings for our customers, which is fantastic. For instance, the Max-Netflix partnership is a significant saving and an excellent product. We are the only provider in the market offering such a wireless service, making it exclusive. This is the direction we are pursuing with Perks, which is quite distinct. While I wouldn't say shocked, I would be at least surprised if Sampath and the consumer team don’t continue to explore ways to enhance our customers' experiences with these offerings in the future. Tony?",0.5,VZ,2024Q1
Tony Skiadas,Chief Financial Officer,"Sure. And Mike, just a couple other points. So we did see 4.4% ARPA growth in the first quarter. And as Hans talked about in myPlan, the premium mix is very strong. It's 42% of the lines in the base. And the Perk attach rates have steadily increased and then will continue to increase. So we feel really good about that and the discipline we see on promotions as well and keeping the amortization pressure in check.",0.6,VZ,2024Q1
Michael Rollins,Analyst,"And one other if I could, operational efficiency. It sounds like a few times where they were talking about AI or just the broader focus on the operations, that this is an important priority for Verizon this year. Can you frame how much of the cost-cutting Verizon can deliver this year relative to the multi-year target that the company has established? And are there any milestones that we should be looking for that will signify some further progress on these initiatives?",0.2,VZ,2024Q1
Hans Vestberg,Chairman and Chief Executive Officer,"Thank you. First of all, we're on track for our cost target that we have given to the market. To The Street. Secondly, many of the larger sort of transactions and platform transactions we started already last year, the outsourcing to ATL, the customer care changes we did, which are large transactions, without any interruptions for our customers who have done those, they are coming into the base in 2024, and of course full year '25. Then what I'm adding now is our opportunities in AI. Many of these things, of course, already thought about, but of course we see a great opportunity with AI to serve our customers better. We are already using, for example, personalization in myPlan with AI, and we are using it in our network when it comes to performance of the capacity deployment, as well as power consumption. So we are using AI and generative AI already now commercially. So this is not the playing ground for us. We just see more opportunities. On the flip side, of course, we also see revenues. Our network was built for AI. That was my thought when I built Verizon Intelligent Edge Network five years ago or six years ago, that we're going to have compute and storage at the Edge. AI is sort of built for that with the low latency we have on the 5G network. And as we are deploying our 5G right now, with mobile edge compute and AI, this is a great long-term opportunity for us using AI. So there are multiple places we see efficiencies, but also revenue opportunities with all the new technologies coming. Tony, anything else on the savings?",0.4,VZ,2024Q1
Tony Skiadas,Chief Financial Officer,"Yeah, Mike, just to add a couple of things. So obviously, as Hans said, we're on track with the savings program, and those savings were contemplated in the guide. We're not going to discuss specific cost targets, but as Hans mentioned, we're operating a lot differently, and we feel really good about the cost actions that we're taking and the progress that we're making that are driving the EBITDA improvements that you saw in the first quarter and that we expect throughout 2024.",0.6,VZ,2024Q1
Michael Rollins,Analyst,Thank you.,0.1,VZ,2024Q1
Brady Connor,"Senior Vice President, Investor Relations","Yeah, thanks, Mike. Brad, we're ready for the next question.",0.0,VZ,2024Q1
Operator,Operator,"The next question comes from Kannan Venkateshwar of Barclays. Your line is open, sir.",0.0,VZ,2024Q1
Kannan Venkateshwar,Analyst,"Thank you. Hans, I have an industry-related question for you. There are many assets available for sale, ranging from smaller to potentially larger ones. There's also been discussion about your possible interest in partnering with ESPN in some way. Can you share your thoughts on how you believe the industry structure is evolving? Do you think this will lead to some form of equilibrium, or do you see any opportunities to adjust your asset base in a different direction? Thank you.",0.1,VZ,2024Q1
Hans Vestberg,Chairman and Chief Executive Officer,"Kannan, thank you for the question. First of all, I think I said it in the beginning of the year, we're getting into a phase of heavy investment, a lot of changes in our asset structure. We're coming into a phase where we have all the assets we need and we're executing on it. And you see the operational excellence coming out from it the last three quarters. I have a team that in many facets have actually changed quite a lot. We added two new team members this quarter. I feel really good where we stand with assets right now and how we're executing. And of course I can never say never to look into assets. That's my fiduciary responsibility. But I rather right now execute on what I have. And you see the performance when we have that with the C-band millimeter wave, the broadband growth we have, almost 400,000 again this quarter. So that's my main focus. When it comes to some of the other things, at the end you mentioned, I think we are using our base of distribution to actually work with all the streaming services. And we are uniquely positioned. We have the biggest distribution or direct-to-consumer in the market. We are taking leverage that for our customers and for our shareholders, but also seeing that we help some of these larger streaming services to see that they get better churn and of course better access to the best consumer base in the United States of America. So we will continue to do that and see that we're doing it in the right way. But again, I'm pleased with the asset base we have today.",0.4,VZ,2024Q1
Kannan Venkateshwar,Analyst,Great.,0.1,VZ,2024Q1
Brady Connor,"Senior Vice President, Investor Relations","Thanks, Kannan. Brad, we're ready for the next question.",0.0,VZ,2024Q1
Operator,Operator,"The next question comes from David Barden of Bank of America. Your line is open, sir.",0.0,VZ,2024Q1
David Barden,Analyst,"Thank you for taking my questions. My first question is about the balance of revenue growth. I believe you mentioned that a 60-40 balance of pricing and volume is more typical, but over the past year, it leaned more towards pricing. I'm curious about the healthy 5% growth in gross additions compared to the recent decline in accounts. Can you discuss how you balance the relationship between accounts and new subscribers? My second question is more of a housekeeping one; you introduced a second add-on this past quarter, and there have been many questions about how that appears in your numbers. I suspect it doesn’t show up in the subscriber numbers. Could you clarify where we can find that in the data? Thank you.",0.2,VZ,2024Q1
Hans Vestberg,Chairman and Chief Executive Officer,"Thank you, David. Our team is focused on increasing volume on the consumer side. On the business side, we've been consistently gaining customers each quarter. However, the consumer side faced some challenges in 2022. Since the second quarter of 2023, with our myPlan and other offerings, we've seen continuous improvement in how we serve our customers, which I am very pleased with. As Sampath mentioned, on the consumer side, the goal is to increase volume while maintaining value from our customers. This does not mean we are neglecting value; we are committed to enhancing that aspect as well. Additionally, the innovation our team is currently pursuing is aligned with our strategy. We aim to maximize profitable connections on our network to achieve the best return on invested capital in the industry. This aligns perfectly with our goals, and I welcome the ongoing innovation from my team. Tony?",0.5,VZ,2024Q1
Tony Skiadas,Chief Financial Officer,"Yes, on the second number, it is included in the line counts. One thing to note is that it provides customers with flexibility, allowing them to add or remove it as they wish. Adoption so far has been positive, though it represented a small percentage of phone gross adds for consumers this quarter. We see a limited market for this offering. As Hans mentioned, it contributes to ARPA and revenue, and it is a high-margin business. There are no additional devices or increased data usage, and the quarterly results demonstrate the strength of our core business. As Hans stated, we would take this profitable connection at any time.",0.6,VZ,2024Q1
Hans Vestberg,Chairman and Chief Executive Officer,"And it goes back to the three things that I talked about that we are measured on from our shareholders, from our board, and how I measure my management team. It's service revenue growth, it's EBITDA and cash flow expansion. That's what we're measuring. Then it's 100 different measurements inside there. But those three are what we're incentivized on, and that's how we run our business.",0.4,VZ,2024Q1
David Barden,Analyst,"Got it. And just to be totally clear, Tony, so of the five-point something gross add growth year-over-year in the quarter, maybe 1% or 2% of that was the second number add-ons, which might not continue because there's a finite market for that.",0.2,VZ,2024Q1
Tony Skiadas,Chief Financial Officer,"We said it was a very low single-digit percentage of phone gross adds, yes.",0.1,VZ,2024Q1
Brady Connor,"Senior Vice President, Investor Relations","All right, Brad, we're ready for the next question.",0.0,VZ,2024Q1
Operator,Operator,"The next question comes from Sebastiano Petti of J.P. Morgan. Your line is open, sir.",0.0,VZ,2024Q1
Sebastiano Petti,Analyst,"Hi, thank you for the question. I would like to get an update on the overall consumer broadband landscape, particularly regarding consumer fixed wireless. We've noticed a slight slowdown in net adds year-on-year. As you mentioned, the current environment is somewhat challenging. Are you experiencing increased competition, especially with the ramp-up of AT&T Internet Air, even though T-Mobile has indicated a potential slowdown? That information would be helpful. Additionally, Hans, I wanted to hear your thoughts on 5G use cases. You've highlighted private networks several times in your prepared remarks. How do you view the revenue opportunities in this area, especially in relation to MEC and AI? Thank you.",0.1,VZ,2024Q1
