speaker,title,content,sentiment,symbol,quarter
Paul Hudson,CEO,"Let me just add that Regeneron deserves credit for pioneering in atopic dermatitis with us early on, and they were quite strong in that area. We really needed to focus on educating ourselves as we explore new territories. It's crucial to invest the right amount of education and effort to ensure the right patients are identified and adequately supported. This is why we've indicated that we expect a significant turning point in our business evolution to occur around 2025, as we have work to accomplish. François?",0.4,SNY,2024Q1
François-Xavier Roger,CFO,"Yes. Good afternoon, Peter. So the question on the inventory adjustment is a one-off, essentially for Q1. What happened is that our standard costs are moving down, which is actually good news for the medium term. But we had to revalue, as a consequence of that, our existing inventory to the lower standard cost, and this is a one-off adjustment that we booked in Q1. We don't expect to see much of it in Q2 and Q3 for the balance of the year. It was relatively sizable because it was close to half of the gross margin decline in Q1, which means that we can expect that our gross margin should not see the same negative deviation versus last year as we progress further into the year.",0.0,SNY,2024Q1
Paul Hudson,CEO,Thank you. Next question.,0.0,SNY,2024Q1
Operator,Operator,The next question is from Luisa Hector from Berenberg. Luisa?,0.0,SNY,2024Q1
Luisa Hector,Analyst,"Hello. Thanks for taking my questions. I wonder if we could just get an update on consumer factors that will determine your exit strategy, the timing, and pros and cons of the different exit routes for maximizing shareholder value? Then I wanted to ask on rilzabrutinib. So good data in ITP. Just how you think about that sales opportunity? Also, regarding asthma: any more color around the safety profile and how you can proceed in asthma? I think the next step was Phase IIb, but any more color on the endpoints, trial design, and that stepping stone to Phase III? Thank you.",0.3,SNY,2024Q1
François-Xavier Roger,CFO,"Yes, Luisa, François speaking. So I'll take the question on consumer. As of now, we want to keep all options open, which means, basically, you can consider that we are contemplating potential spin-offs, an IPO, and partnering as well with private equity. So we keep all options open with one single idea, which is to maximize value creation for shareholders. I don't want to comment on the pros and the cons of each of the options for the time being, as we are working with a very open view for now. But we'll keep you posted as we progress further into the year. But don’t worry, this is about creating value for shareholders.",0.2,SNY,2024Q1
Paul Hudson,CEO,Do you want a quick comment about where we're at in terms of technically being ready?,0.0,SNY,2024Q1
Unidentified Company Representative,Representative,"Sure. I can confirm that we are excited and that we are on track. To give maybe a little bit more color on the practical side, all our system cloning activities that had to happen successfully occurred last week. Moreover, we're well advanced in determining the scope of all the transition service agreements, which are very important as well. In the meantime, we continue to focus on our three strategic priorities as we execute our overarching mission to make self-care as simple as it should be. So we're well underway.",0.0,SNY,2024Q1
Paul Hudson,CEO,"Thank you, both. Good questions on rilzabrutinib. Houman, I don't remember if Brian wanted to comment on potential value in ITP or Houman can either. But Houman, do you want to start off with…?",0.0,SNY,2024Q1
Houman Ashrafian,Head of R&D,"Let me begin by saying that Brian and I will collaborate on this response. Luisa, thank you for your question. You’ve raised two important topics: ITP and asthma tolerability. I'll address them directly. There continues to be a significant unmet medical need in ITP, as 50% of patients do not receive adequate care, especially regarding the stability of their platelet count. Many also experience considerable fatigue. I take great pleasure in developing Rilzabrutinib, especially as I've cared for these patients. This treatment is compelling for several reasons. It inhibits the production of B cells as a result of BTK inhibition and also prevents the phagocytosis of platelets, which helps to lower their count. This mechanism is particularly interesting when compared to the current standard of care, which inadequately addresses the needs of half of the patients and can necessitate extreme dietary changes. This creates a significant opportunity. Regarding tolerability, so far, the results have been quite encouraging in every aspect, which is exciting. As for your question about asthma, we shared our latest asthma data last year, and we remain enthusiastic about it. The potential for Rilzabrutinib to be the first oral treatment for advanced asthma is extraordinary, as it could transform the treatment approach compared to existing therapies. I am genuinely excited to invite everyone on this call to attend the ATS meeting to see the outcomes of our study, which we are eager to present. Now, to provide a broader perspective on the market, I’ll turn it over to Brian.",0.7,SNY,2024Q1
Brian Foard,"SVP, U.S. Commercial Operations","I think it's a really good question. As you saw on R&D Day, when we started to talk about the 12 assets, this was one of those that we discussed. The slide presented earlier was impressive, showcasing three potential indications: CSU, ITP, and asthma. This treatment can be really differentiated versus the competition in each of those therapeutic areas. Now specifically about ITP and to provide a broader context, we think this could become a blockbuster across both ITP and combined indications. Contextually speaking, I think there's about 50,000 patients eligible for ITP. So we're really excited by this differentiated profile and bringing it to patients as quickly as possible.",0.8,SNY,2024Q1
Paul Hudson,CEO,"Thank you. I'll be in San Diego at ADS for the weekend, among other meetings. I'm looking forward to seeing the data presented too. Next question.",0.0,SNY,2024Q1
Operator,Operator,The next question is from Graham Parry from BofA. Graham?,0.0,SNY,2024Q1
Graham Parry,Analyst,"Great. Thanks for taking my questions. The first one is just on tolebrutinib and just thinking about scenarios for the readout of the data there. Given the low likely annualized relapse rate that you're going to see in the control arm, if you assume it's going to be similar to ibrutinib, do you see that there's a thought process here that perhaps progression would be the better primary endpoint? Is there a possibility here to change the statistical analysis plan for those relapsing studies to disease progression? Alternatively, if you didn't meet the primary endpoint on the GEMINI studies and did hit endpoints in the progressive trials, do you think that this could be something which should be priced higher in the market for that smaller overall MS patient population, but just as a progressive MS drug? So that’s first on tolebrutinib. The second one, Beyfortus supply. You mentioned you can make this a blockbuster this year. My understanding was that, that is based on what you know you definitely have for supply, but you're working on increased supply. Perhaps you could sort of dimensionalize or quantify the upside here from bringing more supply on through the course of the year? I think if you assumed you could satisfy the U.S. birth cohort alone, that would be about €1.5 billion or so. And you did talk about launching in additional markets. So perhaps help us dream a little about Beyfortus revenue for the year? Thanks.",0.3,SNY,2024Q1
Paul Hudson,CEO,"Okay. We'll help you dream a little in a moment, Graham, but first, Houman, maybe respond to tolebrutinib.",0.0,SNY,2024Q1
Houman Ashrafian,Head of R&D,"I'll start before Paul breaks out in song. I'm going to just take the question on tolebrutinib, and thanks for the question, Graham. It is truly multifaceted. So, first part of the question was on scenarios. We have two relapsing remitting trials running, GEMINI I and II. But let me just dimensionalize this across those indications. Firstly, in terms of relapse and remitting, you make an excellent point about previous failures. However, we must remind everyone that in terms of penetration across the CSF by a physical property, our biological properties exceed others in the space by a significant margin. Secondly, when we talk about mechanism, patients who come off standard of care and go on to tolebrutinib have shown continued reductions in neurofilament light. These parameters enable us to remain optimistic yet cautious about the role of tolebrutinib in both relapsing and progressive diseases. The short answer is we will see where we get with GEMINI I and II, but we should remember that the regulatory landscape is well understood in the context of relapsed independent progression rate. So the short answer is, we will see where we get with GEMINI I and II, but I would strongly suggest that the regulator and the patients truly care about disease progression. Regarding the progressive disease, we are cautiously optimistic due to the data we've discussed, and there is no AUBAGIO comparator arm in that population. This provides a unique opportunity for us.",0.6,SNY,2024Q1
Brian Foard,"SVP, U.S. Commercial Operations","I think the question on price is really about value, more than anything else. It starts with the fact that there's no more differentiated program in MS than this tolebrutinib program. So we'll see what the scenarios are. It's hard to guess today what the final scenarios will likely be, and we'll determine the value based upon that. We will provide commentary on pricing at that particular time but not now.",0.4,SNY,2024Q1
Paul Hudson,CEO,"Thank you, Brian. Thomas, Beyfortus supply?",0.0,SNY,2024Q1
Thomas Triomphe,Head of North America,"Exciting to speak. So where we are on Beyfortus. First of all, you've seen the strong performance in Q1. I want to remind you of that by highlighting the significant sales of over €180 million just in Q1. I'm mentioning this to emphasize that it covers not only the Northern Hemisphere 2023/24 last shipment but also the first shipment of the Southern Hemisphere with two Southern Hemisphere countries where we have started. So that’s the first part. As you have seen also, we mentioned through François that we will not expect sales of Beyfortus in Q2 as it has nothing to do with supply; simply related to the fact that we were able to actually ship the Southern Hemisphere supply in Q1 and not in Q2. The rest of the sales for this year will come with Northern Hemisphere in Q3 and Q4. Now as for the heart of your question regarding supply, we are working at full speed; both AstraZeneca and ourselves are extending our industrial network together. We are adding not just packaging lines but filling lines as we have discussed before. We are currently filling new Beyfortus syringes for the coming season. We're going full speed as discussed. Of course, while we are manufacturing and filling doses, it will then depend on the release of this product, which is contingent on the speed of approval of these two filling lines by the regulators, notably, the U.S. FDA and EMA, especially. We believe that with all the elements we're putting together with our partner, we will have this supply release in due time for the upcoming Northern Hemisphere, which is why we are very confident regarding blockbuster status. To be more specific, we will discuss this at the Q2 earnings call when we'll have more information about supply.",0.7,SNY,2024Q1
Paul Hudson,CEO,"Yes. And thanks, Tom. As we watch the market evolve, I think we took more patients from HEMLIBRA than expected, probably because they're trying to chase efficacy down to the once-a-week standard, which meant the same level of convenience. I think that this month or perhaps even eight-week shifts will change the bar again. The market is clearly moving toward convenience versus efficacy in the trade, and I think we're well-positioned. Next question.",0.0,SNY,2024Q1
Operator,Operator,Yes. Next question from Tim Anderson from Wolfe. Tim?,0.0,SNY,2024Q1
Unidentified Analyst,Analyst,"Hi. This is Brian on for Tim. Just two quick ones from us. After the EPS reset in 2024, you talked about a strong rebound in 2025. Consensus has growth being around 15% in 2025. Any comment, even if only directionally, on that figure? I know you might not say anything right now, but anything you might want to call out, such as uncertain variables that might jump out? And then a second question on OX40. You've said previously that this might be your most important pipeline drug, similar to Dupixent, but you capture full economics. Just want to ask how derisked do you think this asset is at this point in terms of how Phase III trials might read out? And whether you can confirm that there might potentially be earlier readouts, possibly in 2025?",0.1,SNY,2024Q1
Paul Hudson,CEO,"Okay. Thanks, Brian, asking for a friend. I would say, François, any comment? I mean, to be clear, I don't want to put you on the spot, but we've had strong rebounds and so is there any other color you can give?",0.0,SNY,2024Q1
François-Xavier Roger,CFO,"No, Brian. What I can tell you is I don't want to quantify the EPS, but we are very confident about it. I think we have the building blocks, starting with the growth profile we have today. If you set aside some of the exceptional items, the negative ones like AUBAGIO and the comparison base for COVID-19 sales, we are already on a strong growth platform today, illustrating where we can be in 2025. But I think it's too early to quantify it today, and I would not like to give guidance for 2025 at this point in time.",0.4,SNY,2024Q1
Paul Hudson,CEO,Thank you. Houman on OX40-Ligand?,0.0,SNY,2024Q1
Houman Ashrafian,Head of R&D,"Yeah. Let me respond to this very briefly. I presented the data earlier. I'm super excited about the data. This is a biologic that has been tested on a large number of patients and is likely to be extremely safe, particularly compared to anything else that’s out there. It's highly well-tolerated. The dosing interval is particularly interesting. Importantly, off-drug disease suppression is significant. These three remarks represent our optimism: One, the differentiators we're observing regarding early atopic disease without progression; two, the biologic mechanisms impacting all ethnicities; three, driving this through multiple indications, some of which we'll read out this year. The quick answer to your question is that we are driving the studies diligently, featuring four Phase IIIs, which we aim to complete in an orderly manner. Moreover, as a biologic, we feel optimistic regarding our ability to quantify its risks and benefits.",0.5,SNY,2024Q1
Paul Hudson,CEO,Great. Thank you. Next question.,0.0,SNY,2024Q1
Operator,Operator,Yes. Next question from Emily Field from Barclays. Emily?,0.0,SNY,2024Q1
Emily Field,Analyst,"Hi. Thanks for taking my question. The first is just piggybacking off of the earlier Dupixent launch and COPD answer. The contrasting thought between the biologic ramp will take some time, but that pulmonologists are very familiar with Dupixent, obviously. As we're thinking about this launch, is this one that will require a great deal of incremental promotional spend? And on ALTUVIIIO, you mentioned taking share from therapies other than LOCTITE. Are you seeing more share taken from HEMLIBRA as that declines in the US in the quarter? A big focus of their call yesterday was on the potential competitive threat from Mimi. Are you seeing that as a potential threat to ALTUVIIIO or do you see that more as posing a threat to bispecifics? Thank you.",0.2,SNY,2024Q1
Brian Foard,"SVP, U.S. Commercial Operations","Yeah. I think there's a couple of things in there. Firstly, as we mentioned before, bringing a new therapy like this to any patient population requires educating both the patients and the physicians. There’s a lot to be done, where it's not just about coming in and taking share. It will require some bio penetration. We've seen this very well in atopic dermatitis, where we are nearly eight years in, and the bio-penetration rate is 11%. So it takes time, and it takes effort. The good news regarding cost, there are efficiencies since we are already set up across the alliance, deeply ingrained in pulmonologist offices in all countries. OpEx will contribute efficiently, because this will be our second indication in the same offices. We will spend to support this launch, as it is absolutely critical for us to reach as many patients as possible, and we certainly see some efficiencies in our setup.",0.5,SNY,2024Q1
Paul Hudson,CEO,Thank you. ALTUVIIIO share any business coming from non-factor and any comments on Mimi?,0.0,SNY,2024Q1
Houman Ashrafian,Head of R&D,"Yeah. A couple of things there. I think this always comes back to the patient and their unmet medical need. If you think about the patient population here, effectiveness is key. Previously, when speaking about HEMLIBRA, it played more of a convenience role than anything else. While effective, it was more about convenience being the first subcutaneous product. ALTUVIIIO is doing exceptionally well. We couldn't be more pleased with the launch progress because the physician and patient population are really responding to the profile that we're bringing, which is better efficacy with near-normal factor levels over an entire week through a single dose therapy. We're seeing switches from all patient types, regardless of their current therapies. Specifically, we're primarily transitioning from factors, where we believe all patients on factors should move to ALTUVIIIO. The factor marketplace represents about 60% to 65% of the market today, which is where we primarily capture business. Out of our switches, two-thirds are coming from competitors, and one-third from LOCTITE again, a factor that should switch. This relates to HEMLIBRA and, regarding the competitor coming in, I believe HEMLIBRA should be more concerned about that. However, we are taking about 10% of our business from HEMLIBRA, but this isn't what we anticipated necessarily. The feedback from physicians over 80% of whom prescribed have been positive, and we anticipate continuous growth moving forward. So again, we're off to a strong start as we approach almost the one-year mark with ALTUVIIIO.",0.8,SNY,2024Q1
Paul Hudson,CEO,"Thank you, Brian. And as we observe market developments, you're right; I believe we took more patients from HEMLIBRA than expected, possibly because they are trying to match efficacy to the weekly standard, which brought a similar convenience. I believe that this month or possibly with eight-week intervals could create a new benchmark as well. The market is undoubtedly gravitating towards convenience versus efficacy in the trade, so I think we're well-situated. Next question.",0.0,SNY,2024Q1
Operator,Operator,Yes. The next question is from Emmanuel Papadakis from Deutsche Bank.,0.0,SNY,2024Q1
Emmanuel Papadakis,Analyst,"Thank you for your questions. I'd like to start with cash flow. François, you expressed some caution regarding the outlook for this year and mentioned one-time adjustments from the previous year's rebating. Could you provide some details on that? Last year, our cash flow was approximately €11 billion, and our free cash flow exceeded €8 billion. What can we expect for this year? In the first quarter, we faced significant restructuring costs exceeding €700 million. How do you anticipate that will affect the full year, and what portion of that will be in cash? Additionally, there were working capital outflows in the first quarter that resulted in negative cash flow from operations, which seems unusual. Any insights on these points would be appreciated. Lastly, regarding Tzield, after several quarters, are we still optimistic about its blockbuster potential? If so, what steps are needed to achieve that, and what are the expected timelines? Thank you.",-0.1,SNY,2024Q1
