speaker,title,content,sentiment,symbol,quarter
Michael Nathanson,Analyst,"Thanks. Hey, good morning, guys. I have two. One is when you dig into the US subscriber number, and it's really - you count like it's 3 million. Look at where Netflix is. I know they are years ahead of you. What do you think has been a gating factor? What will be the factors that can help you close that gap over time? So where do you think you are underpenetrated and what are you doing about that? And then, internationally, David, there's definitely been some chatter that some of your competitors are thinking about partnering internationally. Would you be open to it? How do you see it given your strength internationally, the interest or potential in partnering with some other streaming competitors to get more scale? So how do you think about that philosophically? Thanks.",0.2,WBD,2024Q3
David Zaslav,President and CEO,"I'm going to have JB talk about the US subscriber piece. Look, for a very long time, I've been talking about bundling. Originally, bundling was a better consumer opportunity on the economic side. But what we've learned is it really needs to be a better product so that the consumer can come in and not just pay less for two or three products together but also navigate seamlessly between those products. We're seeing a lot of strength in this partnership with Disney and Hulu. It's early, but the subscriber growth is significant, and consumer satisfaction is quite high. We're doing that in a number of markets. I think getting into these markets with local sports, local entertainment, combined with the HBO and Max content, together with the relationships we have in each of these markets internationally, gives JB and our company a big advantage. JB just talk to that a little bit and then the US.",0.3,WBD,2024Q3
JB Perrette,"CEO and President, Global Streaming and Games","Yeah, I mean, as I look at the demand for Max as a product in every conversation we have with partners outside the US and in the US, it is very high and growing. I’d say particularly as it may seem like we're coming later to the market. The flip side is they've learned a lot over the last few years about some of the other products in the market and the specialty products that may have partnered with and ultimately decided they need something broader and higher quality. The flight to quality that Gunnar mentioned in his comments applies to the consumer where ultimately people are looking for a service that has a curated, higher quality experience, and Max delivers that in space. The demand from partners to find innovative ways to help us drive distribution is very high. It's key as we are seeing our international rollout accelerate, and it’s part of what's driving that growth. It ties back to your question on the US, Michael—realistically, I think there's two things. First, our mix is changing. We are growing on a retail and a hybrid basis where it's true that we're still facing the headwinds of wholesale declines, just like the Pay TV universe due to the legacy HBO model. While that bucket is continuing to drain, we're refilling it and in some cases, more than refilling it with retail stuff. The penetration gap, as you mentioned, is largely in lower-income, more price-sensitive households. Some $100,000 households, where the fact that they already have one or two other streaming services makes us in demand, but a harder proposition to finance. The solutions we look at are three things in particular: the ad-lite SKU is important to us and that's the best way to penetrate those more price-sensitive consumers. Secondly, the bundles you're seeing us do with companies like Disney and Hulu are showing very early, but good progress on how to grow with price-sensitive consumers. Lastly, partnerships that David mentioned previously with companies like Charter, with Door Dash, and others in the marketplace are helping us find new angles to reach those more price-sensitive customers.",0.6,WBD,2024Q3
David Zaslav,President and CEO,"Finally, Michael, I've been saying for a long time that this is an industry that really needs to consolidate meaningfully. It's really driven by the consumer experience. Consumers put on a TV set and see 16 apps. Each is doing different pricing and you see it with your phone, Googling where a show is or where a sport is. It's just not a sustainable experience. There should have been more meaningful consolidation. Many large players are recognizing the need to partner in order to enhance the consumer experience. That may happen through bundling, or it could lead to consolidation, particularly in an industry facing generational disruption. We may see different conditions that could positively affect this industry, with upcoming changes and opportunities for consolidation.",0.5,WBD,2024Q3
Rich Greenfield,Analyst,"Hi, thanks for taking the question. I know you all don't usually comment on specific upcoming renewals. But I think you have a host of deals coming up for renewal with Comcast both domestically and abroad with their Sky division. What gives you confidence as you head into this global renewal with Comcast and Sky, especially without the NBA? Investors certainly view the renewal as critical to the sustainability of the cable network's cash flows. Just relating to your consolidation point a minute ago, David, I think the sustainability of those cable networks plays a lot into how people think about the potential of longer-term strategic maneuvers. Anything you could say to help us understand how you're thinking about that renewal would be great.",0.4,WBD,2024Q3
David Zaslav,President and CEO,"Thanks. We don't talk about timing or really about the specific deals. Brian and I have been in business together for almost 40 years. We've done—deals together domestically and with Sky in the UK, Germany, and Italy. We've done all kinds of deals on AdTech and advertising in order to create value for both companies. What I see for the future is that we have content that's highly valued, and it provides a significant portion of the value of the basic cable bundle. We're investing so much in providing unique content, and I think that's recognized by all distributors. I expect that we'll be doing a lot more together in the future.",0.6,WBD,2024Q3
Jessica Reif Ehrlich,Analyst,"Hi, a couple of questions. David, you touched on this, but there's been big news flow lately regarding the potential for M&A with the recent Republican shift politically being favorable for such activity. One of your competitors mentioned they were considering spinning out cable networks to focus on streaming, while another competitor cited discussions involving you. Given this backdrop, can you share your current views on the possibility of a sale or spin of some assets, acquiring other assets, or possibly rolling up cable networks? Also, JB, could you define what constitutes ad scale for DTC? Could you provide a benchmark for how you plan to achieve that and when?",0.5,WBD,2024Q3
David Zaslav,President and CEO,"Thanks, Jessica. I don't have much to add to the prepared remarks. But we believe strongly that the current stock price doesn't adequately reflect the underlying value of these great assets that we have. We're hard at work, and you're beginning to see it. We're seeing the results of executing operationally, both domestically and around the world, to drive significant transformation of this company and meaningful growth. As you would expect, we're always looking at ways to enhance shareholder value. That's our focus; that's our Board's focus every day, and that's what we're doing.",0.6,WBD,2024Q3
JB Perrette,"CEO and President, Global Streaming and Games","Jessica, on the ad side, the shortest way to answer is that we are again in the early innings of what we call 'at scale.' The levers are primarily driven by three things. First, the reach of our ad-supported SKU, and as David and Gunnar mentioned, we're in over 45 markets now, but that's still less than six months old. We believe we still have room to grow in the quarters ahead. Next, on the ad load side, we have a very light ad load compared to most of our competitors. There's room to grow in capacity. Finally, on the pricing and ad capability side, we're very early in terms of ad format innovation to try and drive more creative formats for partners and marketers. Those three levers will provide a great amount of scale. We're just in the early innings of the advertising revenue growth stream.",0.7,WBD,2024Q3
David Zaslav,President and CEO,"But we have seen that too much advertising can challenge consumer satisfaction and how much they enjoy the platform. That's one reason why we built a quality platform globally, ensuring that consumers aren't interrupted during shows like House of the Dragon or White Lotus. We think the quality of the experience is important.",0.5,WBD,2024Q3
Bryan Kraft,Analyst,"Hi. Good morning. I have two questions if I could? First on pricing, can you discuss how much of a DTC revenue driver you anticipate price increases will be over the next couple of years? Can you talk about how much pricing power you think you have today and how important is growing engagement in order to sustain that going forward? And then just one on the cost side, Gunnar: could you talk about the opportunity to lower costs in the Linear Networks business next year in order to mitigate continued secular revenue declines in advertising and affiliates? Thank you.",0.4,WBD,2024Q3
JB Perrette,"CEO and President, Global Streaming and Games","Yeah. Thanks, Bryan. We've done two price rises in the US over the past two years. The premium nature of our product lends us to have a fair amount of room to continue to push price. We've been judicious about it, but every price rise we've done so far has seen churn lower than we projected, and retention continues to be strong. We've also seen progress on password sharing, which will be a form of price increase. You'll see more progress on that as we move ahead. Internationally, we've focused more judiciously on price and expect additional opportunity as we roll out more fully. Importantly, we’re seeing positive retention trends even at a slightly lower price point.",0.6,WBD,2024Q3
Gunnar Wiedenfels,CFO,"On the cost side, we'll continue to be disciplined and focused. We've taken billions of dollars out of our reported cost base over the past three years while operating in a high-inflation environment. We still have structural measures that will take longer to implement, but those will flow through over the next year and beyond. There's an exciting long-term opportunity in the content side as well. So far, it’s been a one-way street of companies supporting D2C with content, as that product scales.",0.5,WBD,2024Q3
David Zaslav,President and CEO,"We should expect the economic dynamics to change, along with the new product and library opportunities coming from D2C, with a focus on budget discipline and accountability across all processes.",0.6,WBD,2024Q3
Benjamin Swinburne,Analyst,"Thanks. Good morning. I'm just finishing up that comment. As we think about the Studio, I think it’s poised for a bounce back profit-wise next year. If you gave us the write-downs on the games, are there any more possibly theatrical that you could quantify? Can you confirm if you think TV licensing still has healthy growth in ’25 versus ’24 after the post-strike snapbacks? Finally, David, returning to strategic considerations—everyone may agree your stock is trading like a company that's declining in earnings. I think some look at your company and say you've got growth businesses in the Studio and Streaming while you have declining businesses in Networks. Why not separate those? So my question to you is, you've talked about the benefits of 'One Discovery' since the merger. What are those benefits to owning all these businesses together? Or are you open to changing your mind and considering different options to unlock value?",0.3,WBD,2024Q3
David Zaslav,President and CEO,"You're absolutely right about the Studio’s bounce-back potential. We anticipate better results across all areas—Film, scripted production, and games. We're also committed to enhancing the long-term growth story for this company. Regarding the One WBD point, especially in content, we see the benefits of this integrated approach every day. The Penguin example illustrates our progress. We are at the early stages, but running WBD as one integrated company has generated significant returns.",0.7,WBD,2024Q3
Andrew Slabin,"Executive Vice President, Global Investor Strategy","Thank you, everybody. That concludes our formal remarks today and we appreciate you taking the time to join us.",0.0,WBD,2024Q3
Operator,Operator,"Thank you. Once again, this does conclude the Warner Bros. Discovery third quarter 2024 earnings conference call. You may disconnect your line at this time and have a wonderful day.",0.0,WBD,2024Q3
